,challengeId,submissionEndDate,technology,platforms
1461,30002694,2007-10-25T09:00:00.000-04:00,"HTML,Java,JavaScript",
1462,30002695,2007-10-18T09:00:00.000-04:00,"Java,JavaBean",
1463,30002696,2007-10-24T09:00:00.000-04:00,"JDBC,Java",
1464,30002697,2007-10-18T09:00:00.000-04:00,".NET 2.0,C#",
1465,30002698,2007-10-18T09:00:00.000-04:00,".NET 2.0,C#",
1466,30002699,2007-10-18T09:00:00.000-04:00,".NET 2.0,C#",
1467,30002700,2007-10-18T09:00:00.000-04:00,".NET 2.0,C#",
1468,30002701,2007-10-18T09:00:00.000-04:00,".NET 2.0,ADO.NET,C#,SQL Server",
1469,30002702,2007-10-18T09:01:00.000-04:00,".NET 2.0,C#,Dojo,JavaScript",
1470,30002703,2007-10-18T09:01:00.000-04:00,".NET 2.0,C#",
1471,30002704,2007-10-19T09:00:00.000-04:00,".NET 2.0,C#,Windows Communication Foundation",
1472,30002705,2007-10-19T09:00:00.000-04:00,".NET,.NET 2.0,.NET 3.0,C#,Windows Communication Foundation",
1473,30002706,2007-10-18T09:01:00.000-04:00,"Java,XML",
1474,30002707,2007-10-18T09:01:00.000-04:00,".NET 2.0,C#",
1475,30002708,2007-10-18T09:01:00.000-04:00,".NET 2.0,.NET 3.0,C#,Oracle 10g,Windows Communication Foundation",
1476,30002709,2007-10-18T09:01:00.000-04:00,".NET 2.0,C#",
1477,30002710,2007-10-18T09:01:00.000-04:00,".NET 2.0,C#",
1478,30002711,2007-10-18T09:01:00.000-04:00,Java,
1479,30002712,2007-10-18T09:01:00.000-04:00,".NET 2.0,C#,Windows Server 2003",
1480,30002713,2007-10-18T09:01:00.000-04:00,,
1481,30002714,2007-10-18T09:01:00.000-04:00,".NET 2.0,.NET 3.0,C#,Web Services,Windows Communication Foundation,XML",
1482,30002715,2007-10-18T09:01:00.000-04:00,".NET 2.0,.NET 3.0,C#,Windows Communication Foundation,Windows Server 2003,XML",
1483,30002716,2007-10-19T09:01:00.000-04:00,"JDBC,Java,XML",
1484,30002717,2007-10-18T09:01:00.000-04:00,,
1485,30002718,2007-10-18T09:01:00.000-04:00,,
1486,30002719,2007-10-25T09:00:00.000-04:00,"JDBC,Java",
1487,30002721,2007-10-25T09:00:00.000-04:00,Java,
1488,30002722,2007-10-24T09:00:00.000-04:00,"JDBC,Java",
1489,30002723,2007-10-24T09:00:00.000-04:00,"JDBC,Java",
1490,30002724,2007-10-25T09:01:00.000-04:00,".NET,.NET 2.0,C#",
1491,30002725,2007-10-25T09:01:00.000-04:00,Java,
1492,30002726,2007-10-25T09:01:00.000-04:00,"JSP,Java,Servlet",
1493,30002727,2007-10-25T09:01:00.000-04:00,".NET,.NET 2.0,ASP.NET",
1494,30002728,2007-10-25T09:01:00.000-04:00,Java,
1495,30002729,2007-10-25T09:01:00.000-04:00,"EJB,HTTP,Java,XML",
1496,30002730,2007-10-25T09:01:00.000-04:00,,
1497,30002731,2007-10-25T09:01:00.000-04:00,"EJB,J2EE,JSF,JSP,Java,JavaBean",
1498,30002732,2007-10-25T09:01:00.000-04:00,".NET 2.0,.NET 3.0,Windows Communication Foundation",
1499,30002733,2007-10-26T09:01:00.000-04:00,".NET,.NET 3.0,Windows Communication Foundation",
1500,30002734,2007-10-26T09:01:00.000-04:00,".NET,XML",
1501,30002735,2007-10-25T09:01:00.000-04:00,".NET 2.0,.NET 3.0,C#,Windows Communication Foundation",
1502,30002736,2007-10-25T09:01:00.000-04:00,,
1503,30002737,2007-10-27T09:01:00.000-04:00,".NET 2.0,.NET 3.0,C#,Windows Communication Foundation",
1504,30002738,2007-10-27T09:01:00.000-04:00,".NET 2.0,.NET 3.0,C#,Oracle 10g,Windows Communication Foundation",
1505,30002739,2007-10-25T10:00:00.000-04:00,"JDBC,Java",
1506,30002740,2007-10-26T10:00:00.000-04:00,"Java,XML",
1507,30002742,2007-10-26T09:00:00.000-04:00,Java,
1508,30002743,2007-10-26T09:00:00.000-04:00,"JDBC,Java,Oracle 10g",
1509,30002744,2007-10-27T09:00:00.000-04:00,"J2EE,JDBC,Java",
1510,30002745,2007-10-26T09:00:00.000-04:00,".NET,.NET 2.0,.NET 3.0,C#,Windows Communication Foundation",
1511,30002746,2007-10-26T09:00:00.000-04:00,"EJB,J2EE,Java",
1512,30002747,2007-10-28T13:00:00.000-04:00,".NET,.NET 2.0,.NET 3.0,C#,Windows Communication Foundation",
1513,30002749,2007-10-29T09:00:00.000-04:00,"Java,XML",
1514,30002755,2007-11-03T09:00:00.000-04:00,"EJB,J2EE,Java,JavaBean,Oracle 10g",
1515,30002756,2007-11-01T15:00:00.000-04:00,"EJB,HTTP,Java,XML",
1516,30002757,2007-11-03T09:02:00.000-04:00,"EJB,HTTP,Java,XML",
1517,30002758,2007-11-03T09:00:00.000-04:00,"EJB,J2EE,Java",
1518,30002763,2007-11-01T09:00:00.000-04:00,".NET,C#",
1519,30002764,2007-11-01T09:00:00.000-04:00,".NET,C#,SQL Server",
1520,30002765,2007-11-02T09:00:00.000-04:00,".NET 3.0,C#,Windows Communication Foundation,Windows Server 2003",
1521,30002766,2007-11-01T09:00:00.000-04:00,".NET,.NET 2.0,C#,XML",
1522,30002767,2007-11-01T09:00:00.000-04:00,".NET,C#,SQL Server",
1523,30002768,2007-11-01T09:00:00.000-04:00,".NET 3.0,C#,Windows Communication Foundation,Windows Server 2003",
1524,30002769,2007-11-01T09:00:00.000-04:00,".NET 3.0,C#,Oracle 10g,Windows Communication Foundation",
1525,30002770,2007-11-01T09:00:00.000-04:00,".NET 3.0,C#,Oracle 10g,Windows Communication Foundation",
1526,30002771,2007-11-01T09:00:00.000-04:00,".NET,.NET 2.0,.NET 3.0,C#,Windows Communication Foundation",
1527,30002772,2007-11-01T09:00:00.000-04:00,".NET,.NET 2.0,.NET 3.0,C#,XML",
1528,30002773,2007-11-13T08:59:00.000-05:00,"JSP,Oracle 10g",
1529,30002774,2007-11-01T09:00:00.000-04:00,".NET 3.0,Windows Communication Foundation",
1530,30002775,2007-11-01T09:00:00.000-04:00,".NET,.NET 2.0,C#,XML",
1531,30002776,2007-11-01T09:00:00.000-04:00,".NET 3.0,Windows Communication Foundation",
1532,30002777,2007-11-03T09:00:00.000-04:00,"HTTP,Java",
1533,30002778,2007-11-03T09:00:00.000-04:00,"EJB,J2EE,JDBC,Java,JavaBean",
1534,30002779,2007-11-01T09:00:00.000-04:00,".NET,.NET 2.0,.NET 3.0,C#",
1535,30002780,2007-11-15T09:01:00.000-05:00,".NET,.NET 2.0,ASP.NET,ASP.NET AJAX,C#,HTML,HTTP,JavaScript",
1536,30002781,2007-11-01T10:00:00.000-04:00,"Java,XML",
1537,30002782,2007-11-01T11:00:00.000-04:00,".NET,C#,SQL Server",
1538,30002783,2007-11-01T11:00:00.000-04:00,".NET 3.0,C#,Windows Communication Foundation,Windows Server 2003",
1539,30002787,2007-11-07T12:00:00.000-05:00,"JDBC,Java,Java Application",
1540,30002788,2007-11-08T08:00:00.000-05:00,"JDBC,Java,Java Application",
1541,30002789,2007-11-08T08:01:00.000-05:00,".NET,.NET 2.0,Windows Communication Foundation",
1542,30002792,2007-11-02T09:00:00.000-04:00,"J2EE,JDBC,Java",
1543,30002793,2007-11-02T09:03:00.000-04:00,"JDBC,Java",
1544,30002794,2007-11-07T12:00:00.000-05:00,,
1545,30002796,2007-11-08T08:01:00.000-05:00,"AJAX,Dojo,HTML,Java,JavaScript",
1546,30002797,2007-11-08T12:00:00.000-05:00,".NET 3.0,Windows Communication Foundation",
1547,30002798,2007-11-08T12:00:00.000-05:00,".NET 3.0,Windows Communication Foundation",
1548,30002799,2007-11-05T11:59:00.000-05:00,,
1549,30002800,2007-11-08T08:01:00.000-05:00,".NET,.NET 2.0,.NET 3.0,Windows Communication Foundation",
1550,30002801,2007-11-08T08:01:00.000-05:00,".NET,.NET 2.0,.NET 3.0,Windows Communication Foundation",
1551,30002802,2007-11-08T08:01:00.000-05:00,".NET,.NET 2.0,.NET 3.0",
1552,30002803,2007-11-08T08:01:00.000-05:00,".NET 3.0,C#",
1553,30002804,2007-11-08T08:01:00.000-05:00,,
1554,30002805,2007-11-09T08:01:00.000-05:00,".NET 2.0,C#",
1555,30002806,2007-11-08T08:01:00.000-05:00,".NET 2.0,C#",
1556,30002807,2007-11-08T08:01:00.000-05:00,".NET 2.0,C#",
1557,30002808,2007-11-08T08:01:00.000-05:00,".NET 2.0,.NET 3.0,C#,Oracle 10g,Windows Communication Foundation",
1558,30002809,2007-11-09T08:01:00.000-05:00,".NET 3.0,Windows Communication Foundation",
1559,30002810,2007-11-08T08:01:00.000-05:00,".NET 2.0,C#,Dojo,JavaScript",
1560,30002811,2007-11-08T08:01:00.000-05:00,".NET 2.0,C#",
1561,30002812,2007-11-08T08:01:00.000-05:00,".NET 2.0,C#",
1562,30002813,2007-11-08T08:01:00.000-05:00,".NET 2.0,ADO.NET,C#,SQL Server",
1563,30002814,2007-11-10T08:00:00.000-05:00,,
1564,30002815,2007-11-10T08:00:00.000-05:00,,
1565,30002816,2007-11-12T11:12:00.000-05:00,".NET 2.0,C#",
1566,30002817,2007-11-10T12:00:00.000-05:00,".NET 2.0,C#",
1567,30002818,2007-11-14T09:01:00.000-05:00,".NET 2.0,C#",
1568,30002819,2007-11-14T09:00:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#,Windows Communication Foundation",
1569,30002820,2007-11-12T16:00:00.000-05:00,"EJB,HTTP,Java,XML",
1570,30002821,2007-11-13T11:01:00.000-05:00,".NET,.NET 2.0,C#,XML",
1571,30002822,2007-11-09T13:01:00.000-05:00,"JDBC,Java,Java Application",
1572,30002823,2007-11-15T09:01:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#",
1573,30002824,2007-11-15T11:00:00.000-05:00,"Castor,HTTP,Java,Java Application,JavaBean,Spring,Web Services,XML",
1574,30002825,2007-11-15T18:01:00.000-05:00,".NET 2.0,.NET 3.0,C#,Oracle 10g,Windows Communication Foundation",
1575,30002826,2007-11-16T09:03:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#,Windows Communication Foundation",
1576,30002827,2007-11-16T09:03:00.000-05:00,".NET 3.0,Windows Communication Foundation",
1577,30002829,2007-11-12T09:00:00.000-05:00,".NET 3.0,Windows Communication Foundation",
1578,30002830,2007-11-14T09:00:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#,Windows Communication Foundation",
1579,30002831,2007-11-16T09:04:00.000-05:00,"EJB,Java,Web Services",
1580,30002832,2007-11-16T09:04:00.000-05:00,"EJB,Java,Web Services",
1581,30002833,2007-11-15T09:01:00.000-05:00,"EJB,Java,Web Services",
1582,30002834,2007-11-15T09:01:00.000-05:00,".NET 3.0,C#,Windows Communication Foundation",
1583,30002835,2007-11-15T09:01:00.000-05:00,".NET 3.0,C#,Oracle 10g",
1584,30002836,2007-11-15T09:01:00.000-05:00,"Java,XML",
1585,30002837,2007-11-19T20:59:00.000-05:00,"Java,XML",
1586,30002838,2007-11-18T09:02:00.000-05:00,".NET,.NET 2.0,ASP.NET,ASP.NET AJAX,C#,HTML",
1587,30002839,2007-11-15T09:01:00.000-05:00,"JDBC,Java,Oracle 10g",
1588,30002840,2007-11-15T09:01:00.000-05:00,"Java,XML",
1589,30002841,2007-11-16T09:04:00.000-05:00,".NET 2.0,.NET 3.0,C#,Windows Communication Foundation",
1590,30002842,2007-11-15T09:01:00.000-05:00,".NET 2.0,.NET 3.0,C#,Oracle 10g,Windows Communication Foundation",
1591,30002843,2007-11-15T09:01:00.000-05:00,".NET,C#,SQL Server",
1592,30002844,2007-11-15T09:01:00.000-05:00,".NET,C#",
1593,30002845,2007-11-15T09:01:00.000-05:00,".NET 2.0,C#,Windows Communication Foundation",
1594,30002846,2007-11-15T09:01:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#,Windows Communication Foundation",
1595,30002847,2007-11-18T21:00:00.000-05:00,"Java,XML",
1596,30002849,2007-11-16T12:59:00.000-05:00,".NET,C#,SQL Server",
1597,30002850,2007-11-16T13:00:00.000-05:00,".NET 3.0,C#,Windows Communication Foundation,Windows Server 2003",
1598,30002851,2007-11-16T13:00:00.000-05:00,".NET 3.0,C#,Windows Communication Foundation,Windows Server 2003",
1599,30002852,2007-11-22T09:01:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#",
1600,30002853,2007-11-22T09:01:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#",
1601,30002854,2007-11-22T09:01:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#",
1602,30002855,2007-11-22T09:01:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#",
1603,30002856,2007-11-15T14:01:00.000-05:00,".NET 3.0,C#",
1604,30002857,2007-11-30T09:00:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#,Windows Communication Foundation",
1605,30002858,2007-11-29T09:00:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#,Windows Communication Foundation",
1606,30002859,2007-11-29T09:00:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#",
1607,30002861,2007-11-21T09:00:00.000-05:00,Java,
1608,30002862,2007-11-21T09:00:00.000-05:00,"EJB,J2EE,Java,JavaBean,Oracle 10g",
1609,30002863,2007-11-21T09:00:00.000-05:00,".NET,C#,SQL Server",
1610,30002864,2007-11-21T09:00:00.000-05:00,".NET 3.0,C#,Windows Communication Foundation,Windows Server 2003",
1611,30002865,2007-11-22T09:01:00.000-05:00,"AJAX,CSS,HTML,JSP,Java,Java Application,JavaScript,Spring,Struts",
1612,30002866,2007-11-22T09:01:00.000-05:00,"AJAX,CSS,HTML,JSP,Java,Java Application,JavaScript,Spring,Struts",
1613,30002867,2007-11-22T09:01:00.000-05:00,"AJAX,CSS,HTML,JSP,Java,Java Application,JavaScript,Spring,Struts",
1614,30002868,2007-11-22T09:01:00.000-05:00,"AJAX,CSS,HTML,JSP,Java,Java Application,JavaScript,Spring,Struts",
1615,30002869,2007-11-22T09:01:00.000-05:00,"AJAX,CSS,HTML,JSP,Java,Java Application,JavaScript,Spring,Struts",
1616,30002870,2007-11-24T09:01:00.000-05:00,"AJAX,CSS,HTML,JSP,Java,Java Application,JavaScript,Spring,Struts",
1617,30002871,2007-11-22T09:01:00.000-05:00,"AJAX,CSS,HTML,JSP,Java,Java Application,JavaScript,Spring,Struts",
1618,30002872,2007-11-22T09:01:00.000-05:00,"AJAX,CSS,HTML,JSP,Java,Java Application,JavaScript,Spring,Struts",
1619,30002873,2007-11-22T09:01:00.000-05:00,".NET 3.0,C#,Oracle 10g,Windows Communication Foundation",
1620,30002874,2007-11-22T09:01:00.000-05:00,".NET 3.0,C#,Oracle 10g,Windows Communication Foundation",
1621,30002875,2007-11-22T09:02:00.000-05:00,".NET 2.0,.NET 3.0,C#,Windows Communication Foundation",
1622,30002876,2007-11-22T09:02:00.000-05:00,Java,
1623,30002877,2007-11-22T09:02:00.000-05:00,".NET,.NET 2.0,C#",
1624,30002878,2007-11-22T09:02:00.000-05:00,Java,
1625,30002879,2007-11-22T09:02:00.000-05:00,".NET,XML",
1626,30002880,2007-11-22T09:02:00.000-05:00,".NET,.NET 2.0,C#,XML",
1627,30002881,2007-11-22T09:02:00.000-05:00,".NET,AJAX,ASP.NET,ASP.NET AJAX",
1628,30002882,2007-11-22T09:02:00.000-05:00,"AJAX,JSF,Java",
1629,30002883,2007-11-22T09:02:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#,XML",
1630,30002884,2007-11-18T09:02:00.000-05:00,,
1631,30002885,2007-11-22T09:02:00.000-05:00,Java,
1632,30002886,2007-11-22T12:14:00.000-05:00,,
1633,30002887,2007-11-23T15:00:00.000-05:00,,
1634,30002888,2007-11-29T09:00:00.000-05:00,".NET,.NET 2.0,.NET 3.0,Oracle 10g,Windows Communication Foundation",
1635,30002889,2007-11-23T15:06:00.000-05:00,".NET,.NET 2.0,.NET 3.0,Oracle 10g,Windows Communication Foundation",
1636,30002890,2007-11-22T11:00:00.000-05:00,".NET,C#,SQL Server",
1637,30002891,2007-11-23T15:00:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#,Windows Communication Foundation",
1638,30002892,2007-11-23T15:04:00.000-05:00,".NET 2.0,.NET 3.0,C#,Oracle 10g,Windows Communication Foundation",
1639,30002893,2007-11-27T09:00:00.000-05:00,".NET 2.0,.NET 3.0,C#,Oracle 10g,Windows Communication Foundation",
1640,30002894,2007-11-29T10:03:00.000-05:00,Java,
1641,30002900,2007-12-03T16:01:00.000-05:00,".NET,Java",
1642,30002907,2007-11-30T09:00:00.000-05:00,"Java,Spring",
1643,30002908,2007-11-30T09:00:00.000-05:00,"Java,Spring",
1644,30002909,2007-11-30T09:00:00.000-05:00,".NET,.NET 2.0,C#,Oracle 10g,Windows Communication Foundation",
1645,30002910,2007-11-30T09:00:00.000-05:00,".NET,.NET 2.0,C#,Oracle 10g,Windows Communication Foundation",
1646,30002911,2007-11-30T09:00:00.000-05:00,".NET,.NET 2.0,C#,Oracle 10g,Windows Communication Foundation",
1647,30002912,2007-11-30T09:00:00.000-05:00,".NET,.NET 2.0,C#,Oracle 10g,Windows Communication Foundation",
1648,30002913,2007-11-30T09:00:00.000-05:00,".NET,.NET 2.0,.NET 3.0,Windows Communication Foundation",
1649,30002914,2007-11-29T09:00:00.000-05:00,".NET,.NET 2.0,Windows Communication Foundation",
1650,30002915,2007-11-29T09:00:00.000-05:00,".NET,.NET 2.0,.NET 3.0,Windows Communication Foundation",
1651,30002916,2007-11-29T09:00:00.000-05:00,".NET,.NET 2.0,C#",
1652,30002917,2007-11-29T09:00:00.000-05:00,".NET,.NET 2.0,.NET 3.0",
1653,30002918,2007-12-04T11:05:00.000-05:00,".NET,.NET 2.0,C#,Windows Communication Foundation",
1654,30002919,2007-12-06T09:00:00.000-05:00,".NET,.NET 2.0,C#,Dojo,JavaScript",
1655,30002920,2007-12-03T13:57:00.000-05:00,,
1656,30002921,2007-12-04T09:00:00.000-05:00,".NET 2.0,.NET 3.0,C#,Windows Communication Foundation",
1657,30002925,2007-12-04T09:00:00.000-05:00,".NET 3.0,C#,Oracle 10g,Windows Communication Foundation",
1658,30002926,2007-12-04T09:00:00.000-05:00,".NET 3.0,C#,Oracle 10g,Windows Communication Foundation",
1659,30002928,2007-12-07T09:00:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#",
1660,30002929,2007-12-06T09:00:00.000-05:00,".NET 2.0,.NET 3.0,C#,Oracle 10g,Windows Communication Foundation",
1661,30002930,2007-12-04T09:00:00.000-05:00,".NET,.NET 2.0,C#,Dojo,JavaScript",
1662,30002931,2007-12-06T09:00:00.000-05:00,Java,
1663,30002934,2007-12-06T09:00:00.000-05:00,"AJAX,CSS,HTML,JSP,Java,Java Application,JavaScript,Spring,Struts",
1664,30002935,2007-12-06T09:00:00.000-05:00,Java,
1665,30002936,2007-12-06T09:00:00.000-05:00,Java,
1666,30002937,2007-12-06T09:00:00.000-05:00,Java,
1667,30002938,2007-12-06T09:00:00.000-05:00,Java,
1668,30002939,2007-12-06T09:00:00.000-05:00,Java,
1669,30002940,2007-12-06T09:00:00.000-05:00,Java,
1670,30002942,2007-12-07T09:00:00.000-05:00,".NET 3.0,C#,Oracle 10g",
1671,30002943,2007-12-06T09:00:00.000-05:00,"HTTP,Java,XML",
1672,30002944,2007-12-06T09:00:00.000-05:00,,
1673,30002945,2007-12-06T09:00:00.000-05:00,,
1674,30002946,2007-12-06T09:00:00.000-05:00,"Java,XML",
1675,30002947,2007-12-06T09:01:00.000-05:00,,
1676,30002948,2007-12-16T09:00:00.000-05:00,"AJAX,CSS,HTML,JSP,Java,Java Application,JavaScript,Spring,Struts",
1677,30002949,2007-12-06T09:01:00.000-05:00,"AJAX,CSS,HTML,JSP,Java,Java Application,JavaScript,Spring,Struts",
1678,30002950,2007-12-06T09:01:00.000-05:00,"AJAX,CSS,HTML,JSP,Java,Java Application,JavaScript,Spring,Struts",
1679,30002951,2007-12-06T09:56:00.000-05:00,".NET 3.0,C#,Windows Communication Foundation",
1680,30002952,2007-12-06T09:01:00.000-05:00,"AJAX,CSS,HTML,JSP,Java,Java Application,JavaScript,Spring,Struts",
1681,30002953,2007-12-06T09:01:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#,Windows Communication Foundation",
1682,30002954,2007-12-06T13:00:00.000-05:00,"AJAX,CSS,HTML,JSP,Java,Java Application,JavaScript,Spring,Struts",
1683,30002960,2007-12-06T09:01:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#,Windows Communication Foundation",
1684,30002961,2007-12-06T09:01:00.000-05:00,".NET,AJAX,ASP.NET,ASP.NET AJAX",
1685,30002962,2007-12-06T09:01:00.000-05:00,".NET,.NET 2.0,C#",
1686,30002963,2007-12-06T11:00:00.000-05:00,".NET,.NET 2.0,Windows Communication Foundation",
1687,30002971,2007-12-08T22:00:00.000-05:00,"AJAX,CSS,HTML,JSP,Java,Java Application,JavaScript,Spring,Struts",
1688,30002972,2007-12-16T08:59:00.000-05:00,"AJAX,CSS,HTML,JSP,Java,Java Application,JavaScript,Spring,Struts",
1689,30002973,2007-12-13T09:00:00.000-05:00,"EJB,J2EE,JDBC,Java",
1690,30002974,2007-12-07T09:14:00.000-05:00,".NET,.NET 2.0,C#,HTML,XML,XSL",
1691,30002984,2007-12-12T09:00:00.000-05:00,".NET,.NET 2.0,.NET 3.0,Windows Communication Foundation",
1692,30002985,2007-12-12T09:00:00.000-05:00,".NET,.NET 2.0,C#,Dojo,JavaScript",
1693,30002986,2007-12-13T09:00:00.000-05:00,"Java,XML",
1694,30002987,2007-12-13T09:01:00.000-05:00,"Java,XML",
1695,30002988,2007-12-13T11:00:00.000-05:00,".NET 3.0,C#,Windows Communication Foundation",
1696,30002993,2007-12-13T09:01:00.000-05:00,"AJAX,Struts",
1697,30002994,2007-12-13T09:01:00.000-05:00,"AJAX,Struts",
1698,30002995,2007-12-13T09:01:00.000-05:00,Struts,
1699,30002996,2007-12-13T09:00:00.000-05:00,".NET 2.0,C#",
1700,30002997,2007-12-14T09:01:00.000-05:00,".NET 3.0,C#,Windows Communication Foundation",
1701,30002998,2007-12-14T09:29:00.000-05:00,".NET 3.0,C#,Windows Communication Foundation",
1702,30002999,2007-12-14T09:01:00.000-05:00,".NET 3.0,C#,Windows Communication Foundation",
1703,30003000,2007-12-13T09:01:00.000-05:00,"HTTP,J2EE,Java,Java Application,Servlet,Web Services,XML",
1704,30003001,2007-12-13T09:01:00.000-05:00,"HTTP,J2EE,Java,Servlet,Web Services,XML",
1705,30003002,2007-12-13T09:01:00.000-05:00,,
1706,30003003,2007-12-13T09:01:00.000-05:00,,
1707,30003004,2007-12-13T09:01:00.000-05:00,,
1708,30003005,2007-12-14T09:01:00.000-05:00,,
1709,30003006,2007-12-13T09:01:00.000-05:00,,
1710,30003007,2007-12-13T09:01:00.000-05:00,,
1711,30003009,2007-12-13T09:00:00.000-05:00,"AJAX,Dojo,HTML,Java Application,JavaScript",
1712,30003010,2007-12-13T09:01:00.000-05:00,"Castor,HTTP,Java,Java Application,JavaBean,Spring,XML",
1713,30003011,2007-12-16T09:01:00.000-05:00,".NET 2.0,C#",
1714,30003012,2007-12-13T09:01:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#",
1715,30003013,2007-12-13T09:01:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#",
1716,30003014,2007-12-13T09:02:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#",
1717,30003015,2007-12-13T09:02:00.000-05:00,".NET,.NET 2.0,ASP.NET,ASP.NET AJAX,C#,HTML",
1718,30003016,2007-12-13T09:00:00.000-05:00,,
1719,30003017,2007-12-13T09:02:00.000-05:00,,
1720,30003021,2007-12-12T09:00:00.000-05:00,".NET,.NET 2.0,C#,HTML,XML,XSL",
1721,30003022,2007-12-14T21:00:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#,Windows Communication Foundation",
1722,30003032,2007-12-19T09:00:00.000-05:00,".NET 2.0,.NET 3.0,C#,Windows Communication Foundation",
1723,30003033,2007-12-16T23:00:00.000-05:00,,
1724,30003035,2007-12-20T16:00:00.000-05:00,".NET 3.0,C#,Oracle 10g,Windows Communication Foundation",
1725,30003038,2007-12-20T09:00:00.000-05:00,,
1726,30003040,2007-12-31T10:54:00.000-05:00,.NET 2.0,
1727,30003041,2007-12-21T09:00:00.000-05:00,.NET,
1728,30003042,2007-12-21T09:00:00.000-05:00,.NET,
1729,30003043,2007-12-21T09:00:00.000-05:00,".NET,Windows Communication Foundation",
1730,30003044,2007-12-20T09:00:00.000-05:00,.NET,
1731,30003045,2007-12-20T09:00:00.000-05:00,".NET,Windows Communication Foundation",
1732,30003046,2007-12-20T09:00:00.000-05:00,".NET,Windows Communication Foundation",
1733,30003047,2007-12-20T09:00:00.000-05:00,".NET 3.0,C#",
1734,30003048,2007-12-20T09:00:00.000-05:00,".NET 3.0,C#,Oracle 10g",
1735,30003049,2007-12-20T09:00:00.000-05:00,XML,
1736,30003050,2007-12-20T09:00:00.000-05:00,,
1737,30003051,2007-12-20T09:00:00.000-05:00,,
1738,30003052,2007-12-20T09:00:00.000-05:00,"Java,Oracle 10g",
1739,30003053,2007-12-20T09:01:00.000-05:00,Java,
1740,30003054,2007-12-21T09:00:00.000-05:00,"Java,Spring",
1741,30003055,2007-12-20T09:01:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#",
1742,30003056,2007-12-21T09:00:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#,Windows Communication Foundation",
1743,30003057,2007-12-27T09:00:00.000-05:00,".NET,C#",
1744,30003058,2007-12-28T09:00:00.000-05:00,".NET,C#",
1745,30003059,2007-12-27T09:00:00.000-05:00,".NET 3.0,C#,WinForms Controls,Windows Communication Foundation",
1746,30003061,2008-01-06T08:59:00.000-05:00,".NET 3.0,C#,WinForms Controls",
1747,30003062,2007-12-28T09:01:00.000-05:00,"AJAX,HTML,JSP,Java,Java Application,JavaBean,JavaScript,Spring,Struts,Web Services,XML",
1748,30003063,2007-12-27T09:01:00.000-05:00,"Java,XML",
1749,30003064,2007-12-27T09:01:00.000-05:00,,
1750,30003065,2007-12-27T09:01:00.000-05:00,".NET,.NET 2.0,C#,XML",
1751,30003066,2007-12-27T09:01:00.000-05:00,".NET,C#,XML",
1752,30003067,2007-12-27T09:01:00.000-05:00,.NET 2.0,
1753,30003068,2007-12-27T09:01:00.000-05:00,.NET 2.0,
1754,30003069,2007-12-27T09:01:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#,Windows Communication Foundation",
1755,30003080,2007-12-27T09:01:00.000-05:00,".NET,.NET 2.0,C#,Windows Communication Foundation",
1756,30003081,2007-12-28T09:01:00.000-05:00,".NET,.NET 2.0,.NET 3.0,C#",
1757,30003082,2007-12-27T09:01:00.000-05:00,".NET 3.0,C#,Oracle 10g",
1758,30003083,2007-12-27T09:01:00.000-05:00,".NET,.NET 2.0,C#,Oracle 10g,Windows Communication Foundation",
1759,30003084,2007-12-27T09:01:00.000-05:00,".NET,.NET 2.0,C#,Oracle 10g,Windows Communication Foundation",
1760,30003085,2007-12-27T09:01:00.000-05:00,".NET,.NET 2.0,C#,Oracle 10g,Windows Communication Foundation",
1761,30003086,2007-12-27T09:01:00.000-05:00,,
1762,30003087,2007-12-27T09:01:00.000-05:00,"Java,XML",
1763,30003088,2007-12-27T09:01:00.000-05:00,,
1764,30003089,2007-12-27T09:01:00.000-05:00,Java,
1765,30003090,2007-12-29T09:01:00.000-05:00,,
1766,30003091,2007-12-27T09:01:00.000-05:00,".NET,C#,XML",
1767,30003092,2007-12-27T11:00:00.000-05:00,".NET,.NET 2.0,C#,Windows Communication Foundation",
